CAL_DT,CAL_TYPE_DESC,DAY_OF_WK_NUM,DAY_OF_WK_DESC,YR_NUM,WK_NUM,YR_WK_NUM,MNTH_NUM,YR_MNTH_NUM,QTR_NUM,YR_QTR_NUM
2006-04-13,Fiscal,4,Thursday,2006,15,200615,4,20064,2,20062
2021-06-04,Fiscal,5,Friday,2021,22,202122,5,20215,2,20212
2024-04-13,Fiscal,6,Saturday,2024,15,202415,4,20244,2,20242
2008-06-10,Fiscal,2,Tuesday,2008,24,200824,6,20086,2,20082
2014-03-31,Fiscal,1,Monday,2014,14,201414,4,20144,2,20142
2020-03-30,Fiscal,1,Monday,2020,14,202014,4,20204,2,20202
2022-05-29,Fiscal,0,Sunday,2022,22,202222,5,20225,2,20222
2006-02-11,Fiscal,6,Saturday,2006,6,200606,2,20062,1,20061
2012-08-30,Fiscal,4,Thursday,2012,35,201235,8,20128,3,20123
2022-06-18,Fiscal,6,Saturday,2022,24,202224,6,20226,2,20222
2009-11-26,Fiscal,4,Thursday,2009,48,200948,11,200911,4,20094
2000-09-03,Fiscal,0,Sunday,2000,37,200037,9,20009,3,20003
2008-08-24,Fiscal,0,Sunday,2008,35,200835,8,20088,3,20083
2021-02-28,Fiscal,0,Sunday,2021,9,202109,2,20212,1,20211
2007-06-28,Fiscal,4,Thursday,2007,26,200726,6,20076,2,20072
2005-03-20,Fiscal,0,Sunday,2005,12,200512,3,20053,1,20051
2013-01-21,Fiscal,1,Monday,2013,4,201304,1,20131,1,20131
2021-02-11,Fiscal,4,Thursday,2021,6,202106,2,20212,1,20211
2005-05-16,Fiscal,1,Monday,2005,20,200520,5,20055,2,20052
2017-10-02,Fiscal,1,Monday,2017,40,201740,10,201710,4,20174
2013-04-30,Fiscal,2,Tuesday,2013,18,201318,4,20134,2,20132
2022-03-20,Fiscal,0,Sunday,2022,12,202212,3,20223,1,20221
2009-01-09,Fiscal,5,Friday,2009,2,200902,1,20091,1,20091
2004-02-21,Fiscal,6,Saturday,2004,8,200408,2,20042,1,20041
2015-08-20,Fiscal,4,Thursday,2015,34,201534,8,20158,3,20153
2025-05-30,Fiscal,5,Friday,2025,22,202522,5,20255,2,20252
2007-06-26,Fiscal,2,Tuesday,2007,26,200726,6,20076,2,20072
1999-02-20,Fiscal,6,Saturday,1999,8,199908,2,19992,1,19991
2008-05-19,Fiscal,1,Monday,2008,21,200821,5,20085,2,20082
2022-01-05,Fiscal,3,Wednesday,2022,1,202201,1,20221,1,20221
2018-09-26,Fiscal,3,Wednesday,2018,39,201839,9,20189,3,20183
2000-03-04,Fiscal,6,Saturday,2000,10,200010,3,20003,1,20001
2009-11-03,Fiscal,2,Tuesday,2009,45,200945,11,200911,4,20094
2005-04-04,Fiscal,1,Monday,2005,14,200514,4,20054,2,20052
2026-04-16,Fiscal,4,Thursday,2026,16,202616,4,20264,2,20262
2003-10-18,Fiscal,6,Saturday,2003,42,200342,10,200310,4,20034
2003-02-20,Fiscal,4,Thursday,2003,8,200308,2,20032,1,20031
2014-10-26,Fiscal,0,Sunday,2014,44,201444,10,201410,4,20144
2019-03-18,Fiscal,1,Monday,2019,12,201912,3,20193,1,20191
2020-11-11,Fiscal,3,Wednesday,2020,46,202046,11,202011,4,20204
2012-03-24,Fiscal,6,Saturday,2012,12,201212,3,20123,1,20121
2006-06-24,Fiscal,6,Saturday,2006,25,200625,6,20066,2,20062
2005-12-27,Fiscal,2,Tuesday,2005,52,200552,12,200512,4,20054
2015-08-29,Fiscal,6,Saturday,2015,35,201535,8,20158,3,20153
2015-04-01,Fiscal,3,Wednesday,2015,14,201514,4,20154,2,20152
2020-06-14,Fiscal,0,Sunday,2020,25,202025,6,20206,2,20202
2026-12-01,Fiscal,2,Tuesday,2026,49,202649,12,202612,4,20264
2018-09-02,Fiscal,0,Sunday,2018,36,201836,9,20189,3,20183
2004-07-20,Fiscal,2,Tuesday,2004,30,200430,7,20047,3,20043
2015-07-26,Fiscal,0,Sunday,2015,31,201531,7,20157,3,20153
2022-01-06,Fiscal,4,Thursday,2022,1,202201,1,20221,1,20221
2012-01-14,Fiscal,6,Saturday,2012,2,201202,1,20121,1,20121
2016-06-27,Fiscal,1,Monday,2016,26,201626,6,20166,2,20162
2011-07-06,Fiscal,3,Wednesday,2011,27,201127,7,20117,3,20113
2026-04-14,Fiscal,2,Tuesday,2026,16,202616,4,20264,2,20262
2003-05-12,Fiscal,1,Monday,2003,20,200320,5,20035,2,20032
2006-04-28,Fiscal,5,Friday,2006,17,200617,4,20064,2,20062
1999-01-17,Fiscal,0,Sunday,1999,4,199904,1,19991,1,19991
2024-07-08,Fiscal,1,Monday,2024,28,202428,7,20247,3,20243
2006-06-03,Fiscal,6,Saturday,2006,22,200622,5,20065,2,20062
2012-01-03,Fiscal,2,Tuesday,2012,1,201201,1,20121,1,20121
2012-09-15,Fiscal,6,Saturday,2012,37,201237,9,20129,3,20123
2019-08-21,Fiscal,3,Wednesday,2019,34,201934,8,20198,3,20193
2006-06-12,Fiscal,1,Monday,2006,24,200624,6,20066,2,20062
2006-05-17,Fiscal,3,Wednesday,2006,20,200620,5,20065,2,20062
2003-03-21,Fiscal,5,Friday,2003,12,200312,3,20033,1,20031
2023-05-26,Fiscal,5,Friday,2023,21,202321,5,20235,2,20232
2024-08-01,Fiscal,4,Thursday,2024,31,202431,7,20247,3,20243
2007-06-16,Fiscal,6,Saturday,2007,24,200724,6,20076,2,20072
2005-11-06,Fiscal,0,Sunday,2005,45,200545,11,200511,4,20054
2013-01-07,Fiscal,1,Monday,2013,2,201302,1,20131,1,20131
2025-10-29,Fiscal,3,Wednesday,2025,44,202544,10,202510,4,20254
2003-11-11,Fiscal,2,Tuesday,2003,46,200346,11,200311,4,20034
2012-01-07,Fiscal,6,Saturday,2012,1,201201,1,20121,1,20121
2013-01-31,Fiscal,4,Thursday,2013,5,201305,1,20131,1,20131
2020-12-27,Fiscal,0,Sunday,2020,53,202053,12,202012,4,20204
2004-04-07,Fiscal,3,Wednesday,2004,15,200415,4,20044,2,20042
2012-01-04,Fiscal,3,Wednesday,2012,1,201201,1,20121,1,20121
2014-07-04,Fiscal,5,Friday,2014,27,201427,7,20147,3,20143
2001-02-03,Fiscal,6,Saturday,2001,5,200105,2,20012,1,20011
2026-01-19,Fiscal,1,Monday,2026,4,202604,1,20261,1,20261
2018-08-27,Fiscal,1,Monday,2018,35,201835,8,20188,3,20183
2012-05-28,Fiscal,1,Monday,2012,22,201222,5,20125,2,20122
2007-04-19,Fiscal,4,Thursday,2007,16,200716,4,20074,2,20072
2005-10-13,Fiscal,4,Thursday,2005,41,200541,10,200510,4,20054
2025-01-16,Fiscal,4,Thursday,2025,3,202503,1,20251,1,20251
2016-09-01,Fiscal,4,Thursday,2016,35,201635,8,20168,3,20163
2015-04-22,Fiscal,3,Wednesday,2015,17,201517,4,20154,2,20152
2014-05-06,Fiscal,2,Tuesday,2014,19,201419,5,20145,2,20142
2023-12-16,Fiscal,6,Saturday,2023,50,202350,12,202312,4,20234
2006-04-23,Fiscal,0,Sunday,2006,17,200617,4,20064,2,20062
2015-11-11,Fiscal,3,Wednesday,2015,46,201546,11,201511,4,20154
2012-10-24,Fiscal,3,Wednesday,2012,43,201243,10,201210,4,20124
2008-06-25,Fiscal,3,Wednesday,2008,26,200826,6,20086,2,20082
2026-04-21,Fiscal,2,Tuesday,2026,17,202617,4,20264,2,20262
1999-01-26,Fiscal,2,Tuesday,1999,5,199905,2,19992,1,19991
2012-02-23,Fiscal,4,Thursday,2012,8,201208,2,20122,1,20121
2006-11-01,Fiscal,3,Wednesday,2006,44,200644,10,200610,4,20064
2003-02-28,Fiscal,5,Friday,2003,9,200309,2,20032,1,20031
2023-04-13,Fiscal,4,Thursday,2023,15,202315,4,20234,2,20232
1998-12-02,Fiscal,3,Wednesday,1998,49,199849,12,199812,4,19984
1998-07-16,Fiscal,4,Thursday,1998,29,199829,7,19987,3,19983
1998-10-25,Fiscal,0,Sunday,1998,44,199844,11,199811,4,19984
1998-01-26,Fiscal,1,Monday,1998,5,199805,2,19982,1,19981
1998-12-03,Fiscal,4,Thursday,1998,49,199849,12,199812,4,19984
1998-03-06,Fiscal,5,Friday,1998,10,199810,3,19983,1,19981
1998-11-30,Fiscal,1,Monday,1998,49,199849,12,199812,4,19984
1998-12-16,Fiscal,3,Wednesday,1998,51,199851,12,199812,4,19984
1998-02-28,Fiscal,6,Saturday,1998,9,199809,3,19983,1,19981
1998-12-22,Fiscal,2,Tuesday,1998,52,199852,12,199812,4,19984
1998-05-21,Fiscal,4,Thursday,1998,21,199821,5,19985,2,19982
1998-06-07,Fiscal,0,Sunday,1998,24,199824,6,19986,2,19982
1998-07-22,Fiscal,3,Wednesday,1998,30,199830,7,19987,3,19983
1998-04-25,Fiscal,6,Saturday,1998,17,199817,4,19984,2,19982
1999-12-26,Fiscal,0,Sunday,2000,1,200001,1,20001,1,20001
2010-08-21,Fiscal,6,Saturday,2010,33,201033,8,20108,3,20103
2005-06-09,Fiscal,4,Thursday,2005,23,200523,6,20056,2,20052
2019-04-06,Fiscal,6,Saturday,2019,14,201914,4,20194,2,20192
2021-11-21,Fiscal,0,Sunday,2021,47,202147,11,202111,4,20214
2000-04-18,Fiscal,2,Tuesday,2000,17,200017,4,20004,2,20002
2010-11-06,Fiscal,6,Saturday,2010,44,201044,10,201010,4,20104
2014-03-11,Fiscal,2,Tuesday,2014,11,201411,3,20143,1,20141
2002-05-09,Fiscal,4,Thursday,2002,19,200219,5,20025,2,20022
2025-06-27,Fiscal,5,Friday,2025,26,202526,6,20256,2,20252
2002-11-18,Fiscal,1,Monday,2002,47,200247,11,200211,4,20024
2003-07-06,Fiscal,0,Sunday,2003,28,200328,7,20037,3,20033
2006-01-21,Fiscal,6,Saturday,2006,3,200603,1,20061,1,20061
2004-08-13,Fiscal,5,Friday,2004,33,200433,8,20048,3,20043
2024-01-12,Fiscal,5,Friday,2024,2,202402,1,20241,1,20241
2016-02-03,Fiscal,3,Wednesday,2016,5,201605,1,20161,1,20161
2010-08-01,Fiscal,0,Sunday,2010,31,201031,7,20107,3,20103
2004-03-21,Fiscal,0,Sunday,2004,13,200413,3,20043,1,20041
2012-11-05,Fiscal,1,Monday,2012,45,201245,11,201211,4,20124
2020-10-01,Fiscal,4,Thursday,2020,40,202040,10,202010,4,20204
1999-06-26,Fiscal,6,Saturday,1999,26,199926,6,19996,2,19992
2009-06-23,Fiscal,2,Tuesday,2009,26,200926,6,20096,2,20092
2012-12-03,Fiscal,1,Monday,2012,49,201249,12,201212,4,20124
2022-03-07,Fiscal,1,Monday,2022,10,202210,3,20223,1,20221
2001-12-20,Fiscal,4,Thursday,2001,51,200151,12,200112,4,20014
2003-04-01,Fiscal,2,Tuesday,2003,14,200314,4,20034,2,20032
2017-08-07,Fiscal,1,Monday,2017,32,201732,8,20178,3,20173
2019-08-03,Fiscal,6,Saturday,2019,31,201931,7,20197,3,20193
2026-03-14,Fiscal,6,Saturday,2026,11,202611,3,20263,1,20261
2003-07-01,Fiscal,2,Tuesday,2003,27,200327,7,20037,3,20033
2010-12-10,Fiscal,5,Friday,2010,49,201049,12,201012,4,20104
2004-08-22,Fiscal,0,Sunday,2004,35,200435,8,20048,3,20043
2025-06-29,Fiscal,0,Sunday,2025,27,202527,7,20257,3,20253
2003-03-05,Fiscal,3,Wednesday,2003,10,200310,3,20033,1,20031
2018-02-07,Fiscal,3,Wednesday,2018,6,201806,2,20182,1,20181
2014-08-01,Fiscal,5,Friday,2014,31,201431,7,20147,3,20143
2019-12-17,Fiscal,2,Tuesday,2019,51,201951,12,201912,4,20194
2024-03-30,Fiscal,6,Saturday,2024,13,202413,3,20243,1,20241
1999-06-23,Fiscal,3,Wednesday,1999,26,199926,6,19996,2,19992
2018-02-06,Fiscal,2,Tuesday,2018,6,201806,2,20182,1,20181
2011-10-10,Fiscal,1,Monday,2011,41,201141,10,201110,4,20114
2009-02-01,Fiscal,0,Sunday,2009,6,200906,2,20092,1,20091
2022-06-20,Fiscal,1,Monday,2022,25,202225,6,20226,2,20222
2000-05-07,Fiscal,0,Sunday,2000,20,200020,5,20005,2,20002
2018-05-12,Fiscal,6,Saturday,2018,19,201819,5,20185,2,20182
2014-03-23,Fiscal,0,Sunday,2014,13,201413,3,20143,1,20141
2019-11-11,Fiscal,1,Monday,2019,46,201946,11,201911,4,20194
2022-02-27,Fiscal,0,Sunday,2022,9,202209,2,20222,1,20221
2009-06-04,Fiscal,4,Thursday,2009,23,200923,6,20096,2,20092
2020-04-20,Fiscal,1,Monday,2020,17,202017,4,20204,2,20202
2025-11-04,Fiscal,2,Tuesday,2025,45,202545,11,202511,4,20254
2008-06-13,Fiscal,5,Friday,2008,24,200824,6,20086,2,20082
2001-06-27,Fiscal,3,Wednesday,2001,26,200126,6,20016,2,20012
2002-11-24,Fiscal,0,Sunday,2002,48,200248,11,200211,4,20024
2023-03-04,Fiscal,6,Saturday,2023,9,202309,2,20232,1,20231
2008-04-15,Fiscal,2,Tuesday,2008,16,200816,4,20084,2,20082
2016-09-24,Fiscal,6,Saturday,2016,38,201638,9,20169,3,20163
1999-04-17,Fiscal,6,Saturday,1999,16,199916,4,19994,2,19992
2026-02-13,Fiscal,5,Friday,2026,7,202607,2,20262,1,20261
2001-01-31,Fiscal,3,Wednesday,2001,5,200105,2,20012,1,20011
2003-08-19,Fiscal,2,Tuesday,2003,34,200334,8,20038,3,20033
2006-07-12,Fiscal,3,Wednesday,2006,28,200628,7,20067,3,20063
2010-02-15,Fiscal,1,Monday,2010,7,201007,2,20102,1,20101
2022-07-14,Fiscal,4,Thursday,2022,28,202228,7,20227,3,20223
2020-02-19,Fiscal,3,Wednesday,2020,8,202008,2,20202,1,20201
2017-04-13,Fiscal,4,Thursday,2017,15,201715,4,20174,2,20172
2019-12-26,Fiscal,4,Thursday,2019,52,201952,12,201912,4,20194
2025-10-21,Fiscal,2,Tuesday,2025,43,202543,10,202510,4,20254
2007-04-10,Fiscal,2,Tuesday,2007,15,200715,4,20074,2,20072
2011-04-13,Fiscal,3,Wednesday,2011,15,201115,4,20114,2,20112
2003-05-17,Fiscal,6,Saturday,2003,20,200320,5,20035,2,20032
2022-08-16,Fiscal,2,Tuesday,2022,33,202233,8,20228,3,20223
2010-06-05,Fiscal,6,Saturday,2010,22,201022,5,20105,2,20102
1999-10-19,Fiscal,2,Tuesday,1999,43,199943,10,199910,4,19994
2023-01-07,Fiscal,6,Saturday,2023,1,202301,1,20231,1,20231
1999-08-18,Fiscal,3,Wednesday,1999,34,199934,8,19998,3,19993
2003-04-23,Fiscal,3,Wednesday,2003,17,200317,4,20034,2,20032
2012-07-02,Fiscal,1,Monday,2012,27,201227,7,20127,3,20123
2012-01-20,Fiscal,5,Friday,2012,3,201203,1,20121,1,20121
2021-03-27,Fiscal,6,Saturday,2021,12,202112,3,20213,1,20211
2010-04-15,Fiscal,4,Thursday,2010,15,201015,4,20104,2,20102
2000-04-08,Fiscal,6,Saturday,2000,15,200015,4,20004,2,20002
2026-08-02,Fiscal,0,Sunday,2026,32,202632,8,20268,3,20263
2006-11-21,Fiscal,2,Tuesday,2006,47,200647,11,200611,4,20064
2008-01-20,Fiscal,0,Sunday,2008,4,200804,1,20081,1,20081
2022-03-31,Fiscal,4,Thursday,2022,13,202213,3,20223,1,20221
2001-09-12,Fiscal,3,Wednesday,2001,37,200137,9,20019,3,20013
2008-02-27,Fiscal,3,Wednesday,2008,9,200809,2,20082,1,20081
2013-12-30,Fiscal,1,Monday,2014,1,201401,1,20141,1,20141
2009-06-14,Fiscal,0,Sunday,2009,25,200925,6,20096,2,20092
2021-06-24,Fiscal,4,Thursday,2021,25,202125,6,20216,2,20212
2008-07-08,Fiscal,2,Tuesday,2008,28,200828,7,20087,3,20083
2011-06-07,Fiscal,2,Tuesday,2011,23,201123,6,20116,2,20112
2009-09-01,Fiscal,2,Tuesday,2009,36,200936,9,20099,3,20093
2020-10-11,Fiscal,0,Sunday,2020,42,202042,10,202010,4,20204
2008-05-02,Fiscal,5,Friday,2008,18,200818,4,20084,2,20082
2011-03-05,Fiscal,6,Saturday,2011,9,201109,2,20112,1,20111
2010-12-15,Fiscal,3,Wednesday,2010,50,201050,12,201012,4,20104
2022-11-03,Fiscal,4,Thursday,2022,44,202244,10,202210,4,20224
2014-02-18,Fiscal,2,Tuesday,2014,8,201408,2,20142,1,20141
2019-11-09,Fiscal,6,Saturday,2019,45,201945,11,201911,4,20194
2022-07-04,Fiscal,1,Monday,2022,27,202227,7,20227,3,20223
2010-04-17,Fiscal,6,Saturday,2010,15,201015,4,20104,2,20102
2015-02-01,Fiscal,0,Sunday,2015,6,201506,2,20152,1,20151
2023-06-05,Fiscal,1,Monday,2023,23,202323,6,20236,2,20232
2026-08-04,Fiscal,2,Tuesday,2026,32,202632,8,20268,3,20263
2007-01-07,Fiscal,0,Sunday,2007,2,200702,1,20071,1,20071
2011-09-14,Fiscal,3,Wednesday,2011,37,201137,9,20119,3,20113
2000-08-03,Fiscal,4,Thursday,2000,32,200032,8,20008,3,20003
2023-01-05,Fiscal,4,Thursday,2023,1,202301,1,20231,1,20231
2006-08-06,Fiscal,0,Sunday,2006,32,200632,8,20068,3,20063
2011-07-13,Fiscal,3,Wednesday,2011,28,201128,7,20117,3,20113
2014-11-18,Fiscal,2,Tuesday,2014,47,201447,11,201411,4,20144
2023-01-03,Fiscal,2,Tuesday,2023,1,202301,1,20231,1,20231
2019-12-29,Fiscal,0,Sunday,2020,1,202001,1,20201,1,20201
2000-10-13,Fiscal,5,Friday,2000,42,200042,10,200010,4,20004
2004-03-31,Fiscal,3,Wednesday,2004,14,200414,4,20044,2,20042
2023-04-24,Fiscal,1,Monday,2023,17,202317,4,20234,2,20232
2007-04-21,Fiscal,6,Saturday,2007,16,200716,4,20074,2,20072
2004-02-25,Fiscal,3,Wednesday,2004,9,200409,2,20042,1,20041
2004-07-22,Fiscal,4,Thursday,2004,30,200430,7,20047,3,20043
2023-02-15,Fiscal,3,Wednesday,2023,7,202307,2,20232,1,20231
2011-06-20,Fiscal,1,Monday,2011,25,201125,6,20116,2,20112
2019-03-02,Fiscal,6,Saturday,2019,9,201909,2,20192,1,20191
2022-02-20,Fiscal,0,Sunday,2022,8,202208,2,20222,1,20221
2008-08-26,Fiscal,2,Tuesday,2008,35,200835,8,20088,3,20083
2016-09-26,Fiscal,1,Monday,2016,39,201639,9,20169,3,20163
2015-06-29,Fiscal,1,Monday,2015,27,201527,7,20157,3,20153
2025-05-18,Fiscal,0,Sunday,2025,21,202521,5,20255,2,20252
2007-09-23,Fiscal,0,Sunday,2007,39,200739,9,20079,3,20073
2011-09-08,Fiscal,4,Thursday,2011,36,201136,9,20119,3,20113
2015-12-07,Fiscal,1,Monday,2015,50,201550,12,201512,4,20154
2021-12-10,Fiscal,5,Friday,2021,49,202149,12,202112,4,20214
2000-11-23,Fiscal,4,Thursday,2000,48,200048,12,200012,4,20004
2002-12-10,Fiscal,2,Tuesday,2002,50,200250,12,200212,4,20024
2014-09-10,Fiscal,3,Wednesday,2014,37,201437,9,20149,3,20143
2026-03-27,Fiscal,5,Friday,2026,13,202613,3,20263,1,20261
2003-03-04,Fiscal,2,Tuesday,2003,10,200310,3,20033,1,20031
2014-10-25,Fiscal,6,Saturday,2014,43,201443,10,201410,4,20144
2012-09-25,Fiscal,2,Tuesday,2012,39,201239,9,20129,3,20123
2021-11-12,Fiscal,5,Friday,2021,45,202145,11,202111,4,20214
2010-03-31,Fiscal,3,Wednesday,2010,13,201013,3,20103,1,20101
2015-02-06,Fiscal,5,Friday,2015,6,201506,2,20152,1,20151
2003-12-30,Fiscal,2,Tuesday,2004,1,200401,1,20041,1,20041
2018-07-11,Fiscal,3,Wednesday,2018,28,201828,7,20187,3,20183
2010-09-18,Fiscal,6,Saturday,2010,37,201037,9,20109,3,20103
2017-12-03,Fiscal,0,Sunday,2017,49,201749,12,201712,4,20174
2005-10-31,Fiscal,1,Monday,2005,44,200544,10,200510,4,20054
2024-07-30,Fiscal,2,Tuesday,2024,31,202431,7,20247,3,20243
2005-04-20,Fiscal,3,Wednesday,2005,16,200516,4,20054,2,20052
2013-10-26,Fiscal,6,Saturday,2013,43,201343,10,201310,4,20134
2015-07-08,Fiscal,3,Wednesday,2015,28,201528,7,20157,3,20153
2020-12-22,Fiscal,2,Tuesday,2020,52,202052,12,202012,4,20204
2016-03-24,Fiscal,4,Thursday,2016,12,201612,3,20163,1,20161
2017-12-13,Fiscal,3,Wednesday,2017,50,201750,12,201712,4,20174
2012-10-03,Fiscal,3,Wednesday,2012,40,201240,10,201210,4,20124
2005-10-30,Fiscal,0,Sunday,2005,44,200544,10,200510,4,20054
2026-03-28,Fiscal,6,Saturday,2026,13,202613,3,20263,1,20261
2018-10-19,Fiscal,5,Friday,2018,42,201842,10,201810,4,20184
2000-03-07,Fiscal,2,Tuesday,2000,11,200011,3,20003,1,20001
2017-08-04,Fiscal,5,Friday,2017,31,201731,7,20177,3,20173
2004-12-27,Fiscal,1,Monday,2004,53,200453,12,200412,4,20044
2026-08-22,Fiscal,6,Saturday,2026,34,202634,8,20268,3,20263
2006-10-15,Fiscal,0,Sunday,2006,42,200642,10,200610,4,20064
2001-12-22,Fiscal,6,Saturday,2001,51,200151,12,200112,4,20014
2014-11-07,Fiscal,5,Friday,2014,45,201445,11,201411,4,20144
2008-04-09,Fiscal,3,Wednesday,2008,15,200815,4,20084,2,20082
2006-01-23,Fiscal,1,Monday,2006,4,200604,1,20061,1,20061
2013-11-18,Fiscal,1,Monday,2013,47,201347,11,201311,4,20134
2019-02-27,Fiscal,3,Wednesday,2019,9,201909,2,20192,1,20191
2023-05-25,Fiscal,4,Thursday,2023,21,202321,5,20235,2,20232
2026-10-23,Fiscal,5,Friday,2026,43,202643,10,202610,4,20264
2018-11-22,Fiscal,4,Thursday,2018,47,201847,11,201811,4,20184
1999-10-21,Fiscal,4,Thursday,1999,43,199943,10,199910,4,19994
2025-10-18,Fiscal,6,Saturday,2025,42,202542,10,202510,4,20254
2002-08-09,Fiscal,5,Friday,2002,32,200232,8,20028,3,20023
2010-06-08,Fiscal,2,Tuesday,2010,23,201023,6,20106,2,20102
2013-01-17,Fiscal,4,Thursday,2013,3,201303,1,20131,1,20131
2021-12-20,Fiscal,1,Monday,2021,51,202151,12,202112,4,20214
2004-09-09,Fiscal,4,Thursday,2004,37,200437,9,20049,3,20043
2009-07-09,Fiscal,4,Thursday,2009,28,200928,7,20097,3,20093
2014-06-17,Fiscal,2,Tuesday,2014,25,201425,6,20146,2,20142
2015-07-23,Fiscal,4,Thursday,2015,30,201530,7,20157,3,20153
2023-08-29,Fiscal,2,Tuesday,2023,35,202335,8,20238,3,20233
2018-08-19,Fiscal,0,Sunday,2018,34,201834,8,20188,3,20183
2012-04-24,Fiscal,2,Tuesday,2012,17,201217,4,20124,2,20122
2012-12-23,Fiscal,0,Sunday,2012,52,201252,12,201212,4,20124
2005-09-18,Fiscal,0,Sunday,2005,38,200538,9,20059,3,20053
2024-10-14,Fiscal,1,Monday,2024,42,202442,10,202410,4,20244
2003-12-19,Fiscal,5,Friday,2003,51,200351,12,200312,4,20034
2016-08-24,Fiscal,3,Wednesday,2016,34,201634,8,20168,3,20163
2015-04-20,Fiscal,1,Monday,2015,17,201517,4,20154,2,20152
2007-09-24,Fiscal,1,Monday,2007,39,200739,9,20079,3,20073
2026-03-29,Fiscal,0,Sunday,2026,14,202614,4,20264,2,20262
2006-12-16,Fiscal,6,Saturday,2006,50,200650,12,200612,4,20064
2015-11-09,Fiscal,1,Monday,2015,46,201546,11,201511,4,20154
2014-12-25,Fiscal,4,Thursday,2014,52,201452,12,201412,4,20144
2008-10-08,Fiscal,3,Wednesday,2008,41,200841,10,200810,4,20084
2024-01-13,Fiscal,6,Saturday,2024,2,202402,1,20241,1,20241
2004-12-31,Fiscal,5,Friday,2004,53,200453,12,200412,4,20044
2012-01-06,Fiscal,5,Friday,2012,1,201201,1,20121,1,20121
2004-01-18,Fiscal,0,Sunday,2004,4,200404,1,20041,1,20041
2019-04-15,Fiscal,1,Monday,2019,16,201916,4,20194,2,20192
2023-04-05,Fiscal,3,Wednesday,2023,14,202314,4,20234,2,20232
1998-05-15,Fiscal,5,Friday,1998,20,199820,5,19985,2,19982
1998-09-26,Fiscal,6,Saturday,1998,39,199839,9,19989,3,19983
1998-01-07,Fiscal,3,Wednesday,1998,2,199802,1,19981,1,19981
1998-09-23,Fiscal,3,Wednesday,1998,39,199839,9,19989,3,19983
1998-12-12,Fiscal,6,Saturday,1998,50,199850,12,199812,4,19984
1998-05-08,Fiscal,5,Friday,1998,19,199819,5,19985,2,19982
1998-11-16,Fiscal,1,Monday,1998,47,199847,11,199811,4,19984
2003-06-01,Fiscal,0,Sunday,2003,23,200323,6,20036,2,20032
2001-02-12,Fiscal,1,Monday,2001,7,200107,2,20012,1,20011
2014-02-25,Fiscal,2,Tuesday,2014,9,201409,2,20142,1,20141
1999-12-19,Fiscal,0,Sunday,1999,52,199952,12,199912,4,19994
2022-01-19,Fiscal,3,Wednesday,2022,3,202203,1,20221,1,20221
2001-03-07,Fiscal,3,Wednesday,2001,10,200110,3,20013,1,20011
2010-04-27,Fiscal,2,Tuesday,2010,17,201017,4,20104,2,20102
2011-12-01,Fiscal,4,Thursday,2011,48,201148,11,201111,4,20114
2015-10-12,Fiscal,1,Monday,2015,42,201542,10,201510,4,20154
2025-10-25,Fiscal,6,Saturday,2025,43,202543,10,202510,4,20254
2000-02-22,Fiscal,2,Tuesday,2000,9,200009,3,20003,1,20001
2003-10-26,Fiscal,0,Sunday,2003,44,200344,10,200310,4,20034
2009-03-03,Fiscal,2,Tuesday,2009,10,200910,3,20093,1,20091
2004-08-06,Fiscal,5,Friday,2004,32,200432,8,20048,3,20043
2026-06-05,Fiscal,5,Friday,2026,23,202623,6,20266,2,20262
1999-04-23,Fiscal,5,Friday,1999,17,199917,4,19994,2,19992
2010-12-30,Fiscal,4,Thursday,2010,52,201052,12,201012,4,20104
1999-11-18,Fiscal,4,Thursday,1999,47,199947,11,199911,4,19994
2019-04-01,Fiscal,1,Monday,2019,14,201914,4,20194,2,20192
2021-11-26,Fiscal,5,Friday,2021,47,202147,11,202111,4,20214
2016-03-06,Fiscal,0,Sunday,2016,10,201610,3,20163,1,20161
2010-09-20,Fiscal,1,Monday,2010,38,201038,9,20109,3,20103
2015-06-01,Fiscal,1,Monday,2015,23,201523,6,20156,2,20152
2022-04-28,Fiscal,4,Thursday,2022,17,202217,4,20224,2,20222
1999-12-28,Fiscal,2,Tuesday,2000,1,200001,1,20001,1,20001
2002-07-30,Fiscal,2,Tuesday,2002,31,200231,7,20027,3,20023
2008-01-05,Fiscal,6,Saturday,2008,1,200801,1,20081,1,20081
2011-08-29,Fiscal,1,Monday,2011,35,201135,8,20118,3,20113
2026-05-26,Fiscal,2,Tuesday,2026,22,202622,5,20265,2,20262
2016-03-25,Fiscal,5,Friday,2016,12,201612,3,20163,1,20161
2010-03-10,Fiscal,3,Wednesday,2010,10,201010,3,20103,1,20101
2017-11-07,Fiscal,2,Tuesday,2017,45,201745,11,201711,4,20174
2019-01-16,Fiscal,3,Wednesday,2019,3,201903,1,20191,1,20191
2025-08-07,Fiscal,4,Thursday,2025,32,202532,8,20258,3,20253
2016-04-01,Fiscal,5,Friday,2016,13,201613,3,20163,1,20161
2018-03-02,Fiscal,5,Friday,2018,9,201809,2,20182,1,20181
2016-11-07,Fiscal,1,Monday,2016,45,201645,11,201611,4,20164
2000-08-23,Fiscal,3,Wednesday,2000,35,200035,9,20009,3,20003
2024-04-16,Fiscal,2,Tuesday,2024,16,202416,4,20244,2,20242
